id  review
"6160_0"    "Hollywood insider films have been made since the movie colony came out to the west coast. The Hollywood community was aware that the public knew their patented make-believe was just that, and so they were willing to share the \"truth\" about Hollywood with the public fairly often.<br /><br />But these films got darker in the late 1940s and early 1950s. In 1950 Billy Wilder's SUNSET BOULEVARD showed how the world had forgotten it's celebrities and stars of the late silent period a generation earlier. In 1951, although ostensibly a comedy, SINGING IN THE RAIN did show the disaster to so many silent careers (even the detestable Lila Lamont's) that sound brought in it's wake. Yet with all the viewing of the effect of the film industry's changes on the lives of actors, few tackled that of production people.<br /><br />Vincent Minelli's 1952 THE BAD AND THE BEAUTIFUL did just that, studying the career of a super film producer. It's use of organized series of flashbacks reminds of that this film's producer was John Houseman, once the partner of Orson Welles in his Mercury Theater. The constant comment that the anti-hero of the film, \"Jonathan Shields\" (Kirk Douglas) is dismissed as a \"genius\" is like the disparagement shown to boy-genius Welles when he showed up in Hollywood. But the basic model for the producer seems to be David O. Selznick, whose father was prominent in the 1920s, until forced out by rivals in the industry. Jonathan's father was also a big shot until he too was thrown out by his rivals.<br /><br />Briefly the plot of the story is how Shields made a career out of the work of other people, several of whom he hurt by discarding as soon as he could. First is his co-producer/director Fred Amiel (Barry Sullivan), whose treatment plan for a major film is taken from him by Shields to sell the studio on backing it. Amiel hoped to direct it, but it is directed instead by Von Ellstein (Ivan Triesaut - a kind of clone of Josef Von Sternberg). Amiel breaks with Shields as a result, and never will work for him again. However, Amiel is able within a few years to be one of the most successful Hollywood directors anyway.<br /><br />That incident was in 1936 (a film preview is shown at a theater showing ANNA KARENINA with Garbo and Fredric March - an MGM film, just like this one). In 1941 Shields is casting the leading role for a film to be shot by Harry Whitfield (Leo G. Carroll - possibly a clone of Alfred Hitchcock). He decides to hire \"Georgia Lorison\" (Lana Turner) for the female lead opposite \"Gaucho\" (Gilbert Roland). Lorison is the daughter of a classic leading actor of the past (his voice is heard - it is Louis Calhern's), who died impoverished and an alcoholic wreck (the father and daughter are supposed to be John and Diane Barrymore). Georgia is trying to keep off the sauce herself, and falls on the day shooting is to begin. Since Jonathan learns that Georgia loves him, he romances her. It is only when the film is in the can that he breaks it off, rather roughly. Georgia's performance makes her a success in Hollywood, but she never will work for Jonathan again.<br /><br />Finally we have the story of novelist James Lee Barlow (Dick Powell) and his wife Rosemary (Gloria Grahame). Barlow is in Hollywood to write the screenplay version of his best selling novel of the deep south (he's a clone for William Faulkner and Thomas Wolfe, with some F.Scott Fitzgerald in). As Rosemary keeps James Lee from working, Jonathan tries to get the author into isolation to work, and preoccupies Rosemary with Gaucho (who had come onto her at a party). But Gaucho and Rosemary are killed in a plane crash. James Lee finishes the script, but an argument between Jonathan and Von Ellstein causes the latter to quit the film. Jonathan ruins the film because he has no talent as a director. Still he and James Lee might work on a new project together, but a stupid remark by Jonathan causes James Lee to realize that Gaucho and Rosemary were together on that ill-fated trip due to Jonathan. So he too leaves the producer. But subsequently he writes a novel about his wife, and wins a Pulitzer Prize.<br /><br />Called together by Jonathan's financial head, Harry Pebble (Walter Pidgeon), the three victims of Shields refuse a new offer for just one final picture with him. But at the conclusion they all show curiosity on just what the new idea of his is.<br /><br />THE BAD AND THE BEAUTIFUL had a wonderful script - it has many intricate bits in it that one has to catch on repeated viewings. Pebble (originally Shields' boss) dismisses him until he sees the treatment of the novel that Amiel wrote - he thinks it is Shields' ideas). He says in front of a seething Fred Amiel he always thought Shields a genius. Later, of course, he realizes it was not Jonathan's work. Similarly Von Ellstein congratulates Jonathan on being the first producer whose treatment of a book resembles the work of a director. Later he too realizes it was Fred's work, and ironically the collapse of Jonathan's position is begun when Von Ellstein lectures Jonathan on how you can't just stuff a film with a series of climaxes but have to build to one. Also the first time Georgia and James Lee discuss a film script they accidentally (by lack of knowledge on his part, and by temporary failure of memory on hers) hurt each other without realizing it. It becomes a rich tapestry of the industry and the various lives that get involved in it. As such it is one of the best films about movie making ever made."
"33951_0"   "This has to be the worst film of the year. Possibly of any year. (Doubly insulting that it's set in my home town.) What was it supposed to be? Satire? Social commentary? A series of badly written sketches with no discernible story? How anyone can watch this codswallop and not find themselves screaming at the screen is beyond me. And to watch some decent actors struggle with this appalling script was agony.<br /><br />I have to assume it was some sort of tax dodge for the Scottish film industry. No one with any understanding and/or experience of film-making would surely sanction such utter tripe for creative reasons.<br /><br />And the director wins a Scottish BAFTA? Who decided that? The same people who funded it perchance? It's no wonder no-one outside of Glasgow takes the 'Scottish Film Industry' seriously if this is perceived to be some sort of pinnacle. The only sensible thing would be to have a bonfire with all existing prints on Calton Hill beside Edinburgh's original disgrace.<br /><br />Update#1 : I've just read that this unspeakable piece of rubbish also won a British Comedy award beating The Incredibles and Sideways. I think a steward's enquiry is required. Update #2: I've since spoken to a couple of people who were involved in this production and they both reported that \"no-one seemed to know what they were doing, and boy does it show. The film made a mere £82,230 at the UK box office (I pray it wasn't released abroad) Great return on the £700K the UK Film Council wasted on it. It's no wonder they're desperately trying to recoup their investment via DVD sales and rental. Makes you proud to be British, doesn't it? Update three (not that I'm obsessed). The comments of D_G below are interesting. I'm inferring that we in the vast majority (and not just on this site) who thought this film had all the artistic merit of raw sewage have somehow missed the point? It's apparently too much to ask of an alleged black comedy to have some er, comedy in it. And the argument that it must be good because Book Club was doesn't wash either. If anything this debacle of a film has shown up Griffin's remarkable paucity of talent. Get real."
"13194_0"   "I thought this was a great movie, for fans of all ages. And I think Dakota Fanning is a sweet girl with an awesome acting future ahead of her. I think it was wonderful that they changed the role of the child from a boy to a girl just for her. She made this film, made it work and made you believe. It's a feel good film. It teaches patience and perseverance. It shows kids and adults alike what can come from hard work. I thought it was a very inspiring film. Made me remember what it was like to be a kid, when everything was possible. See this movie, you won't regret it...unless you have a heart of stone. It made me treasure the moments between a father and a daughter, having lost my dad this year. I miss him and I wish we'd had a bonding moment like the ones in the film. And it was good to see Kurt Russell again. He's always been a favorite of mine. And now I can add another movie to my list of all time faves."
"17084_0"   "\"His Gal Friday\" is Howard Hawks' tribute to the brilliant play in which this film is based. Charles McGraw and Ben Hecht, two of the best writers of the era, paid tribute to the journalists that wrote for the American newspapers of the thirties. This movie has some of the fastest dialogs in memory.<br /><br />The incredible combination of Cary Grant, Rosalind Russell, and Ralph Bellamy in the main roles is what made this movie a favorite. Mr. Grant as Walter Burns, the unscrupulous newspaper editor, is the perfect foil for Rosalind Russell's, Hildy Johnson, a role that is played by a male in the original play and in the other film versions.<br /><br />The best moment of the film is the moment when Cary Grant speaking so fast, that some what he says goes over the viewer's heads, refers as to Ralph Bellamy by name as not having a chance and cites in the same breadth his real name Archibald Leach. <br /><br />It's hard to imagine anyone but Cary Grant and Rosalind Russell playing Walter and Hildy. Ralph Bellamy is perfect as Hildy's fiancé, Bruce Baldwin. Gene Lockhart is perfect as the sheriff Pinky Hartwell. The ensemble of actors that play the reporters following the possible execution of Earl Williams, are perfect.<br /><br />An excellent comedy thanks to the genius of Howard Hawks."
"14223_0"   "Renoir's tale of Paris,the Cancan,a washer-girl and the Moulin Rouge.A more subdued,but highly entertaining version of the opening of the Moulin Rouge. Jean Gabin gives his usual excellent performance.The Technicolor photography on the print I saw was exquisite.An easy evening's viewing. chris w galla"
"35634_0"   "I am surprised that so many viewers liked this movie. Let me make myself clear: I find the subject matter very interesting. Trying to understand why people (especially, young people, and even more so young girls) become terrorists (or freedom fighters; the terminology is heavily dependent on your alliances) is quite noble. So I was really eager to see the movie, but unfortunately was disappointed beyond the normal expectations. What was good about it? Well, the actors were not too bad (especially, given the fact that they were mostly non-professionals). That's about it. What was bad? Let's start with the premise: a girl (freedom fighter/terrorist) becomes impregnated by a wounded \"brother in arms\" while they find themselves hiding from the government troops in a ditch (and the latter are still raiding the area, might I add). Are you kidding me? I admit, I've never been shot in a battle, so I cannot tell what a person would normally do under these circumstances, but my wild guess is that having sex with a comrade (while the enemy soldiers are searching around) would not be the first item on the list. Well, may be I am wrong here... Next, who was in charge of the soundtrack (and sound in general)? This was probably the worst movie sound, I've ever heard: the same bad composition played on a cheap synthesizer over and over, so by the middle of the movie, you have an urge to turn the sound off and just read the subtitles. Who was the director? Almost every scene (with exception of the scenes involving the old man, his goofy friend, and the paralyzed wife) looked exceptionally fake: fights, killings, pull-ups, etc. Anyways, this could've been a decent unprofessional movie, but for a professional motion picture (especially, given the amount of positive coverage), it falls quite short."
"17090_0"   "I just finished watching the DVD of this first-class, semi-Screwball comedy in Columbia Classics beautiful transfer, and it absolutely made my day! What a movie! What a screenplay! The dialogue is better - more modern - in fact, than a in lot of contemporary movies. It's incredibly funny, too, and my teenage sons kept laughing right along with me at the smart come-backs. Cary Grant is, of course, as good (if not better) than ever, and I've never seen Rosalind Russel in a role that suited her more perfectly. And that's just for starters: The timing of the thing is still awe- inspiring after sixty-odd years; the supporting actors, down to the bit-players, are all memorable, convincing and hilarious; the camera work (this IS the forties, though) is inventive and the editing superb. I can safely confess now that I hadn't ever seen it before, but that's no reason for you to make the same mistake: Go buy/rent it NOW! Hats off to the great Howard Hawks, his cast and crew for pulling this comedy masterpiece off. And thank you, thank you, thank you Columbia Pictures, for<br /><br />making it possible for me to watch it in such pristine condition! (I've got the 2002 edition, and from what I've heard you should beware of earlier DVD issues)."
"12203_0"   "I can truly say this is one of the greatest movies i have seen in a long time. It made me laugh and cry numerous times. Im not the usual crying type, but this movie really moved me. I recommend it to everyone! This is truly a must see movie for the whole family to enjoy or for a romantic time with your spouse."
"34140_0"   "Director Frank Tashlin stretches his anything-for-a-laugh method of comic film-making to the breaking point with this very weak advertising send-up (with equally dull romantic-confusion underpinnings). Tony Randall seems the wrong actor for the part of struggling ad-rep Rockwell Hunter, who gets a buxom beauty queen to shill for a new lipstick--but at a price. It's supposed to be a riot, but Tashlin, who also adapted the script from George Axelrod's play, can't seem to bring the material (both farcial and cynical) into a cohesive whole. It's full of prankish jokes and questionable taste, but the episodic results are loud and forced instead of funny. There's a satirical, promising opening sequence (brightly prodding the TV commercials of the era), but the movie steadily loses steam from there. *1/2 from ****"
"40374_0"   "A young woman, who is a practicing Satanist sets out to unearth the tomb of Countess Bathory by sacrificing young, virginal women. Waldemar Daninsky (Paul Naschy) also used to be Countess Bathory's loyal servant when they were executed several hundred years earlier for their gruesome crimes. Waldemar is now on a mission to destroy Countess Bathory in order to prevent her from making him her slave, once again.<br /><br />THE CRAVING, when it was released in the states was horribly butchered because of its violent content. Unfortunately, this was its biggest detriment. It barely made any sense, and was quite difficult to keep track of what was going on.<br /><br />However, I must say the climatic battle between Daninsky and Bathory was quite exciting and hilarious to watch.<br /><br />Any Paul Naschy fan should check out. Fortunately, it was re-released under its uncut form via BCI/Deimos a year or two back. Just please avoid the censored version. It's way too confusing,"
"6701_0"    "This movie has a GREAT soundtrack. The title song is pretty but the others used are outstanding. \"California\", which we hear whenever the hero goes after his old flame, should be adopted by the state.<br /><br />Our hero is a top jingle writer for ad campaigns in New York with a desire to move up to movie scoring. This takes him to California, which is where the college sweetheart who walked out on him now lives. He wants to relive the past with a happy ending. This movie will resonate with anyone who has old memories.<br /><br />There are especially nice touches here about male friendship and intercommitment. James Brooks seems to have done everything: story, music, directing, lead role, and it does seem very personal. But this movie has a number of interesting elements in it. Some bits about working with advertisers to produce a musical spot are marvelous. Jimmy Breslin has an interesting side role. There is a lot of warmth to this movie, and don't forget the wonderful music."
"18805_0"   "Although Cary Grant is justifiably remembered as a screen legend (indeed he was probably the most adept of any of his contemporaries at romantic comedy), it seems criminal that Irene Dunne is almost forgotten these days. This is the second and most lightweight of three very fruitful screen pairings they had during this period - the other two are the even more insane divorce farce, \"The Awful Truth\", from 1937 and 1941's child adoption tearjerker, \"Penny Serenade\". With her insinuating laugh and sophisticated but down-to-earth manner, she is a wonderful screwball heroine, even if she lacks the haughty glamour of Katharine Hepburn or the brazen beauty of Carole Lombard.<br /><br />Here Dunne plays Ellen Wagstaff Arden returning home after seven years shipwrecked on a desert island. The problem is that her husband Nick has just gotten remarried to a high maintenance socialite named Bianca. Further complications ensue when it's disclosed that Ellen was not alone on the island and that her companion was an athletic Adonis named Stephen Burkett, of course a bachelor. The ending is obvious from the beginning, but there are some hilarious set pieces along the way, in particular, when Ellen recruits a timid shoe salesman to impersonate Stephen and also when her ruse is exposed as the real Stephen pops up from the country club swimming pool. In 1940, the same year he made classics like \"The Philadelphia Story\" and \"His Girl Friday\", Grant is at the top of his game, and Dunne matches him every step of the way. It does seem a bit of a stretch to think that the principal characters would be celibate for seven long years, but such was 1930's Hollywood convention.<br /><br />Randolph Scott gamely plays the dumb-as-dirt Stephen, an ironic choice given the rumors of the actor's relationship with Grant. As Bianca, the glamorously venomous Gail Patrick - expert at such roles from classics like \"My Man Godfrey\" and \"Stage Door\" - knows her fate in the movie but doesn't really show her talons until the courtroom scene. In scene-stealing bits are Granville Bates as the frustrated judge and Donald MacBride as the confused hotel clerk. The only drawbacks are the overly precocious children played hammily by Scotty Beckett and Mary Lou Harrington. Directed with comic mastery by Leo McCarey, it's a frothy confection from a bygone era, and the far inferior 1963 Doris Day remake only proves how unmatchable Grant and Dunne are. The DVD has a surprisingly pristine print transfer, and extras include an unrelated comic short featuring humorist Robert Bentley and a condensed 1950 broadcast of the movie featuring Grant and Dunne."
"19873_0"   "You really would think that no other film musical documentary could possibly top THAT'S ENTERTAINMENT. Come on--it's got personal appearances by a host of stars, and some of the most famous and best-loved clips ever. Including, you know, the singing in the rain bit from SINGIN' IN THE RAIN. Could it get any better?<br /><br />Well, THAT'S ENTERTAINMENT II certainly tries its darned hardest to be better. Not a single clip is repeated from the first film in the trilogy, and watching this film really makes you realise just how much talent was all focused in the one studio from the 30s through to the 50s. Judy Garland admiring Fred Astaire's Easter bonnet in EASTER PARADE, Garland and Astaire sailing up the avenue as 'A Couple Of Swells' in the same film, Gene Kelly and Garland dueting on FOR ME AND MY GAL, Ann Miller and Bob Fosse in KISS ME KATE, a montage of musicals before colour, a Garland tribute, a Spencer Tracy/Katharine Hepburn love-fest... this film unabashedly brings them all (and much much more) together. There are a couple of clunkers, of course, like Bobby Van hopping like a maniacal rabbit-freak through the town, or the token Esther Williams number. But as you listen to Garland sing 'Have Yourself A Merry Little Christmas', or Frank Sinatra croon his way through 'I Fall In Love Too Easily', and see Gene tap dance on skates as naturally as if he had been born with them strapped on... again you're struck with just how special an era this was in film-making, one that unfortunately is lost to the rest of us except through video and DVD.<br /><br />And I know that this isn't the most popular of opinions, but I think THAT'S ENTERTAINMENT II not only matches but far surpasses the original. There was nothing special about the first film--its only gimmick was the coup it had managed in bringing all these glorious film legends back together to talk about their work. The only caveat was that the incredible personalities behind the stars just couldn't shine through except with some pretty special people... otherwise, they were all reading off a pre-written script. Kind of dampening, really. <br /><br />THAT'S ENTERTAINMENT II, on the other hand, is a small but successful exercise in creativity: from the title sequence through to Gene Kelly's direction of the new footage between himself and Astaire. It's also a delight for fans of both Astaire and Kelly when these two dancing men, you know... dance together again. Sure, they're not as nimble and quicksilver as they used to be, and some of the lyrics they're singing are--well, the only word for it is corny. But there's no denying that both these men have a kind of screen charisma that doesn't disappear with time, and having them both onscreen together, singing... now that really *is* entertainment as it should be. In the final scene they tell us that the best films have the audience leaving the film with a glow. How right they are.<br /><br />Quite simply, THAT'S ENTERTAINMENT II is sheer, perfect nostalgia bottled and kept simmering, just waiting for an audience. About the only flaw with it is that it simply couldn't be better than its source material... but that's also what's so good about this film. It makes you want to go out and rent all the others... and still watch it over again just to revel in Astaire and Kelly being onscreen together for the first time since 'The Babbitt and The Bromide' in ZIEGFELD FOLLIES almost three decades ago.<br /><br />What more could you ask for?"
"24929_0"   "I saw this one when I was in high school. I had been warned ahead of time, but I liked classical music, including Grieg, and ignored the warnings. I remember several things about it that really sum the film up, in my opinion.<br /><br />1. The photography was stunning. Snow, fjords, and Norwegian towns and scenery were really pretty, as were the folk costumes. <br /><br />2. Grieg's music was nice to listen to, though as in all films about composers, they only give samplings.<br /><br />Those are the good parts. The bad parts were what sank the boat. There wasn't much of a story. Greig's life wasn't as exciting as many other composers lives, and a lot was padded to keep the story going for 2 or 3 hours. I remember a lot of overacting as well. But the worst part of all was the directing. Forever emblazoned upon my memory is the hideously clichéd scene where Grieg, his wife, and someone else spread their arms and run across a green field, stop on a hillock, and spin around to face the audience. Then they do the same thing again - and again! If that's not enough to make you give up, then nothing is."
"16047_0"   "Before I saw this film I read an interview with Donnie Yen where he said that he puts his blood and passion into everyshot. I think he was indeed very passionate about this film. While I don't think it is perfect it is a great stylished modern gun-fu action film. Hardcore action fans maybe bummed about the pace. I think it is just right.<br /><br />The improvement from Donnie's first two films is right on the screen. I do think his other films are good, don't get me wrong. Having recently seen princess blade on the big screen I think what I like about Donnie yen's fight scenes is they are very much a part of the film. The fights come from a balenced sense of cinema and Kung Fu.<br /><br />Miramax needs to give Donnie the budget and put him behind the camera on a high brow Iron monkey 2. Watching blasstic kiss should give them faith."
"38418_0"   "This surprisingly primitive 'streamliner' comedy from the Roach Studios -- with the collapse of the comedy short subject market in the mid-thirties, Hal Roach decided to go into feature production, first with films like the TOPPER series and later with second features that timed in at less than an hour -- contains all the standard cheap comedy motifs, including a Murphy Bed -- and runs through them in a rather mechanical fashion as made-it-from-scratch taxi fleet owners William Bendix and Joe Sawyer get tangled up with a girl who tries to kill herself and declares herself their responsibility. The dialogue direction limps and although there are some good gags in the opening scenes, including a music-hating music critic and Jack Norton playing his usual fine comic drunk, there isn't that much in the way of laughs to recommend this piece."
"1216_0"    "This rather dark film noir with its uneasy comics (Roscoe Ates, Nana Bryant, and Billy House who even repeats his checkers trick from The Stranger) and desperate heroine (Mary Beth Hughes), is further strengthened by the forceful performance of Charles Russell who manages to make his rather ambivalent drifter somewhat sympathetic. Admittedly, he is helped in this goal by the obnoxious loudmouth and light-on-brains Mike, who, whether by accident or design, is made even more repulsive than the screenplay requires by the over-enthusiastic acting of Dale Belding. Fortunately, when the script gives her a chance, Mary Beth Hughes comes to the rescue with her animated portrait of the girl who wants to escape her small town \"prison\".<br /><br />In keeping with the nocturnal atmosphere of the radio series, most of the action takes place at night. However, although the picture is big on atmosphere, despite its obviously limited budget, it is somewhat deficient in characterization and motivation. The screenplay overstates the one-dimensional comic interludes, but dwells little on the forces that drive the main characters. Why does Russell murder the girl? Is it an accident? Self-defense? The script hints at these factors. But why hint? And what is the background to this meeting? So many questions remain unanswered."
"47584_0"   "this movie isn't that great...at all but it's good when you want to just laugh, because it's pretty ridiculous :) there are a lot of mistakes in it and it's cheesy. i got this movie for Christmas like 5 years ago but for some reason i've never given it away. i guess i just like it for a rainy day even though i only watch it like once a year. This is a very 90's movie so it's really funny to see how everyone dresses and acts. this movie is good for someone young...although come to think of it, i didn't even like it much when i was like 12 but that's just my personal opinion. the movie was really predictable. i wish it had had some extra weird twists but i guess it was trying to be an appropriate movie for everyone to enjoy. i think it was appropriate for the whole family but Hallie's dress was a bit unmodest but certainly appropriate enough for family material."
"36364_0"   "Well it's Friday the 13th and by the remake is so retarded.Jason is Back!!But...... HE'S RETARDED!I'm So sorry all of you Jason fans but this just disappoints my butt.The only thing that Friday The 13th Part 12 Deserved in Media is a video game.Yes..a video game.Now Friday The 13th is classical 80's series in a creepy sorted of way.Now Other Series in the 80's Like Batman,Halloween,and Nightmare on Elm Stereet are 80's that don't lie.I kind of enjoyed the new Halloween Derectied by Rob Zombie but this is BAAAAAAAAAAAAAAAAAAAAAAAD! Hahaahahahahahah! Next Review: Superman Returns (2006)<br /><br />Sigend:The Angry Video game Nerd."
"27165_0"   "I'm not sure how to describe this bizarre, but beautiful movie.<br /><br />First, it's long. Just one minute under three hours. And it's not exactly fast-paced either. If sci-fi for you means action, spaceships and interplanetary intrigue, give this one a miss. In fact, although the cover describes it as \"The cult BBC Science Fiction film\", I'd hesitate to call it science fiction; indeed, I'd hesitate to label it anything at all.<br /><br />And it's definitely flawed. The dialogue is riddled with melodrama and pretentious poetry; the camera-work sophomoric, and the editing clumsy. And yet the effect shines through: the movie has an eerie, otherworldly quality, where trivial details (such as an old lady glaring at a noisy conversation in a library) seem to take on ominous significance.<br /><br />And so, if you have the patience, you'll get sucked in to this movie. It's mysterious, and beautiful. But don't expect to come out satisfied. Although there is a plot, it is far from clear. The story moves from one surreal incident to another, each connected but seldom shedding any light on its predecessor; even at the end, when it appears that our protagonists have triumphed, it's far from clear what exactly they've triumphed over, and most loose ends are left firmly untied.<br /><br />Hywel Bennett does a fine job as as the somewhat petulant author caught up in a situation that might have been co-written by Kafka and Philip K Dick. Dinah Stabb perhaps succumbs a little to her melodramatic script; Dan O'Herlihy brings an artistic gravitas to his role. A cameo from a very young Daniel Day-Lewis, and a supporting role by Sting, add a bit of celebrity interest.<br /><br />Overall, Artemis '81 reminded me more than anything of Twin Peaks (which was made nearly a decade later, and, curiously, also featured Dan O'Herlihy) - the same sense of explanation hidden just around the corner, and another reality just half-glimpsed and poorly understood. I don't think everyone will enjoy this movie, but I certainly did."
"30121_0"   "Director-star Orson Welles also adapted Isak Dinesen's rather pointless book about an aged millionaire recluse living in China who tells his employee of an incredible story he heard while in the service regarding a rich, dying man, his terrible wife and a sailor-stud. The employee explains that this tale is just a legend, but the millionaire aims to make it fact. The sexual implications in the narrative aren't ignored by Welles, though they are tip-toed around (probably due to the restrictions of 1968), and when Welles as the \"old gentleman\" finds himself the perfect boy to complete his plan, it's hard not to smirk when he calls the bottle-blonde \"a fine looking sailor\" and then offers him money. Who needs Jeanne Moreau when these two are hitting it off so well? ** from ****"
"27344_0"   "This is probably Jean-Claude van Damme at his sexiest. The best thing is that he's a prisoner, and there's no suggestion that he was wrongfully imprisoned. He starts off as a bad boy, but of course his tough exterior melts away to reveal his inner sentimentality when he meets a widow and her two children, one of which is played by one of those hideous Culkins."
"22955_0"   "This is the first movie which is Rayesque to the core.One of his most obvious permanent feature really appears for the first time: the search for a father.The relationship Bogart/Derek is intense (after the death of the biological one)and predates those of \"Run for cover\" (John Derek again playing opposite Cagney) and \"Rebel without a cause \" (Remember Plato to Jim and Judy: \"I wish you could be my parents\" )But I could also mention the Mitchum/Kennedy relationship in \" lusty men\" or even Heston and the Chinese girl in \"55 days at Peking\" .Or James Mason and his (biological this time) in \"bigger than life\".Emma's character predates The Rayesque young girl ,the one you meet again in \"they live by night\" (note how Allene Roberts resembles Cathy O'Donnell).Allene Roberts' beaming face and her hope against hope are the only ray of light in a dark tragical story.<br /><br />Like Fritz Lang,Nicholas Ray put the blame on the society.Nick was born under a bad sign ,like many of the director's heroes.John Derek gives an intense performance climaxing in the scene in the court when his wife's suicide is revealed.Bogart shines as his lawyer (he's more convincing in this kind of part than he was in \"marked woman\").<br /><br />Excellent screenplay with a superb editing ;many contemporary movies (such as the brilliant \"Usual suspects\" ) might have been influenced by the first scenes.Note that the story begins during the cast and credits ,which shows that Ray ,when he was on top of his game,did not know filler."
"20886_0"   "This was a poor movie with Jack Nicholson, he is one on my favorite actors, Jack accepting to do a movie like this is a real dissapointment. Why did he do it? A sharper script would have helped a lot , the story line was very weak."
"30763_0"   "This movie is good, but disappointingly is nowhere near as good as the first airbud. The storyline is predictable and cheesey and you don't even see much of Josh Framm's legs! The hot teenage Kevin Zegers is the best thing in this movie.<br /><br />Michael (aged 17)"
"26458_0"   "Red Corner was not only a good movie, it kept me emotionally engaged for the entire film. I expected Richard Gere to do a good job, he always does, but, Bai Ling stole the movie with a touching performance. Red Corner is very well directed, too, but from Jon Avnet, who would expect anything else?"
"6165_0"    "Producer Jonathan Shields is in big trouble on a production and reaches out to three people he's befriended and betrayed in the past for help. All three are brought to Harry Pebbel's office where he makes a pitch for the help of each one. And we're told in flashback the dynamics of the relationships between Shields and each one.<br /><br />One thing about Tinseltown, they've never been afraid to show the seamier side of movie-making. Kirk Douglas's Jonathan Shields is a not too thinly disguised version of David O. Selznick. The same drive, the same ambition, the same overwhelming ego that Selznick was legendary for is a part that was tailor made for Kirk Douglas.<br /><br />The three betrayed people, director Fred Amiel(Barry Sullivan), star Georgia Lorrison(Lana Turner), and screenwriter James Lee Barlow(Dick Powell)all ring very true. One of the things I like about this film is that all three stories, each in itself, could be expanded into a film all it's own. <br /><br />Lana Turner's role as the ersatz Diana Barrymore is not to hard to spot either. It's so much better here than the film based on her own book Too Much Too Soon. If that voice of Turner's actor father on those 78 rpms she's playing sounds familiar, it's that of Louis Calhern. Turner's was a life lived out all too well in the tabloids and she brings all of it to bear in playing Gerogia Lorrison.<br /><br />Dick Powell, who was offered the lead as Jonathan Shields, opted to play tweedy professor turned screenwriter James Lee Barlow. This was Powell's next to last feature picture as an actor, it should have been the one he went out on. Powell was always ahead of the industry's cutting edge and he decided to concentrate more on directing and acting for the small screen.<br /><br />Powell's segment includes Gloria Grahame as his flirty wife. Post World War II Hollywood, whenever it had a part for a tramp, first call Gloria Grahame. Here she responds with an Academy Award winning performance. She hasn't many scenes, but as was said in another MGM picture around that time, what there is is cherce.<br /><br />I don't think there's ever been an actor who can go from zero to sixty on the emotional scale as quickly as Kirk Douglas. Check the scene when Lana Turner discovers how Douglas betrayed her. The intensity of his reaction alone is frightening and real. Douglas was also up for an Oscar, but it went that year to laconic Gary Cooper in High Noon.<br /><br />Vincente Minelli put all the pieces together just right and it comes out great entertainment."
"20589_0"   "I made the mistake of renting this on pay-per-view while I was alone one night. THE FEEDING might have been bearable with a crowd to make fun of it with, but flying solo, it was just excruciating. In addition to being dreadfully acted, the characters (and the script) is simply imbecilic. I was especially irritated because the dumbest, most volatile fool of the bunch...the one who's stupid actions get I lost track of just how many people killed....survives in the end. There are maybe one or two decent gore effects, but overall, they're as bad as everything else. Oh, and the monster suit wouldn't scare a kitten. But the nude scenes might! YIKES."
"25331_0"   "WARNING:Spoiler content! This movie is excellent, right from the start, it is clever, quirky, slick, and really really funny. Also, to the trained eye, it is packed full of so much symbolism that there is almost no scene where one cannot be found. The characters are clever and represented wonderfully by the people who play them, especially Rabbit, you have to love that guy, even if you find him a constant irritation, the film would definitely not be complete without him. The storyline is nice, well thought out, and spreads the action out nicely over the length of the film. Providing us (the audience) with a good dose of revenge, humour, irritation, entertainment, maybe even a little fear for the weak hearted and squeamish watchers, and finally and a little unexpectedly, the iron man (La Rocha)having a sentimental moment at the end with his father.<br /><br />The only thing that stopped this movie getting ten out of ten for me was the female lead, she is a great actress and fit into the part really well, i just find that her voice offends my hearing to such a degree that i can hardly bear to listen, it really grates against the ears. Other than that, this is an amazing film, i would recommend it to anyone looking for something that is not particularly scary but nonetheless highly entertaining."
